BLUE_Y,FPS,RED_X,RED_Y,BLUE_X
294,16.3,339,284,164
292,16.9,338,281,163
290,16.9,335,280,161
289,16.9,332,277,157
285,16.9,331,274,156
284,16.9,329,272,154
282,16.9,329,271,153
281,16.9,329,271,153
280,16.9,329,270,153
278,16.9,327,269,152
277,16.9,327,268,151
276,16.9,327,267,151
275,16.9,326,265,150
275,16.9,325,265,149
276,16.9,323,264,148
276,16.9,323,264,147
277,16.9,321,264,145
277,16.9,321,264,145
277,16.9,320,264,144
277,16.9,319,264,143
275,16.9,317,264,142
274,16.9,315,264,140
273,16.9,313,264,138
273,16.9,311,264,136
273,16.9,310,264,135
272,16.9,309,264,133
271,16.9,308,264,133
272,16.9,307,264,132
273,16.9,307,265,131
273,16.9,307,266,131
273,16.9,307,267,132
275,16.9,309,268,133
275,16.9,311,269,135
276,16.9,313,270,136
277,16.9,313,271,137
277,16.9,315,271,138
277,16.9,317,272,141
278,16.9,319,273,142
280,16.9,319,274,143
281,16.9,321,274,145
282,16.9,323,274,146
283,16.9,324,273,147
283,16.9,325,273,149
284,16.9,327,274,150
283,16.9,327,273,151
284,16.9,328,273,151
284,16.9,329,273,152
284,16.9,329,272,153
285,16.9,330,272,154
284,16.9,331,271,155
284,16.8,331,271,155
284,16.8,332,271,156
283,16.8,333,271,157
282,16.8,334,271,158
281,16.8,334,271,159
281,16.8,334,271,159
281,16.8,334,271,159
281,16.8,334,271,159
280,16.8,335,272,160
280,16.8,335,272,160
279,16.8,334,273,160
279,16.8,334,273,159
279,16.8,333,273,159
278,16.8,332,272,158
278,16.8,331,272,157
277,16.8,330,271,156
277,16.8,329,270,155
276,16.9,328,270,153
278,16.9,327,269,153
279,16.9,327,270,153
279,16.9,326,270,153
280,16.9,325,270,152
281,16.9,325,270,151
281,16.9,324,271,151
281,16.9,323,271,150
281,16.9,323,271,150
281,16.9,322,271,149
281,16.9,320,271,147
280,16.9,319,270,145
280,16.9,317,269,144
279,16.9,315,269,142
279,16.9,314,268,141
278,16.9,313,268,140
278,16.9,312,267,139
278,16.4,311,266,138
277,16.4,310,266,137
277,16.4,309,265,136
277,16.4,308,264,135
276,16.4,308,264,134
277,16.4,307,264,133
277,16.4,306,264,132
277,16.4,304,264,131
276,16.4,303,263,129
276,16.4,301,263,128
276,16.4,301,263,127
275,16.4,300,264,127
276,16.4,299,265,126
278,16.4,299,267,126
279,16.4,299,268,127
281,16.4,301,270,129
283,16.4,303,273,130
285,16.8,305,274,132
286,16.8,307,276,133
287,16.8,307,277,133
287,16.8,307,277,133
287,16.8,307,278,133
286,16.8,308,278,134
287,16.8,309,278,135
286,16.8,309,278,135
286,16.8,310,277,136
286,16.8,310,277,137
285,16.8,312,276,138
283,16.8,314,276,140
284,16.8,314,276,140
285,16.8,315,276,141
285,16.8,315,276,141
285,16.8,315,276,140
285,16.6,315,276,141
286,16.6,315,276,141
286,16.6,315,276,141
286,16.6,315,276,141
286,16.6,315,276,141
287,16.6,316,277,141
286,16.6,315,277,141
286,16.6,315,277,141
287,16.6,315,277,141
286,16.6,315,277,141
287,16.6,315,277,141
287,16.6,315,277,141
287,16.6,315,277,141
287,16.6,315,277,141
287,16.6,315,277,141
287,16.6,315,277,141
287,16.6,316,277,141
287,16.7,315,277,141
287,16.7,316,277,141
287,16.7,315,277,141
287,16.7,316,277,141
287,16.7,316,277,141
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.7,316,277,142
287,16.3,316,277,142
287,16.3,316,277,142
287,16.3,316,277,142
287,16.3,316,277,142
287,16.3,316,277,142
287,16.3,316,277,142
287,16.3,316,277,142
287,16.3,316,277,141
287,16.3,315,277,141
287,16.3,316,277,142
287,16.3,316,277,141
286,16.3,316,277,141
286,16.3,316,276,142
286,16.3,316,276,142
286,16.3,316,277,142
286,16.3,316,276,142
286,16.5,316,276,142
286,16.5,316,276,142
286,16.5,316,276,142
286,16.5,316,277,142
286,16.5,316,276,141
286,16.5,316,277,141
286,16.5,316,276,142
286,16.5,316,276,142
286,16.5,316,276,142
286,16.5,316,276,142
286,16.5,316,276,142
286,16.5,316,276,142
285,16.5,315,276,141
285,16.5,315,275,141
285,16.5,315,275,141
285,16.5,315,275,141
285,16.5,315,275,141
285,16.0,315,275,141
285,16.0,315,275,141
285,16.0,315,275,141
285,16.0,315,275,141
285,16.0,315,275,141
285,16.0,315,275,141
285,16.0,315,275,141
284,16.0,315,275,141
284,16.0,314,275,140
284,16.0,313,275,140
284,16.0,313,274,140
284,16.0,313,274,140
284,16.0,313,274,140
284,16.0,313,274,140
284,16.0,313,275,140
283,16.0,313,274,140
283,16.4,313,274,140
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.4,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.6,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
283,16.5,313,274,139
