194, 528, 523, 5.00, 284, 280, 4.00, 2480.00, 880.00, -0.25, -0.03
195, 529, 527, 2.00, 288, 282, 7.00, 80.00, 280.00, 0.05, 0.17
196, 532, 513, 19.00, 291, 285, 7.00, 760.00, 280.00, 0.47, 0.17
197, 532, 480, 48.00, 291, 272, 19.00, 2680.00, 1040.00, 0.73, 0.30
198, 532, 531, 1.00, 291, 289, 3.00, 2720.00, 1160.00, -1.17, -0.40
199, 534, 537, 3.00, 295, 292, 3.00, 120.00, 120.00, 0.08, 0.08
200, 537, 525, 12.00, 298, 291, 7.00, 480.00, 280.00, 0.30, 0.17
201, 537, 520, 17.00, 298, 291, 7.00, 1160.00, 560.00, 0.12, 0.00
202, 537, 522, 15.00, 298, 292, 6.00, 1760.00, 800.00, -0.05, -0.03
203, 537, 526, 11.00, 298, 294, 4.00, 2200.00, 960.00, -0.10, -0.05
204, 537, 534, 4.00, 298, 296, 2.00, 2360.00, 1040.00, -0.17, -0.05
205, 540, 537, 3.00, 300, 299, 0.00, 120.00, 0.00, 0.08, 0.00
206, 544, 515, 51.00, 303, 300, 3.00, 2040.00, 120.00, 1.27, 0.08
207, 544, 541, 3.00, 303, 300, 3.00, 2160.00, 240.00, -1.20, 0.00
208, 547, 548, -1.00, 305, 300, 5.00, -40.00, 200.00, -0.03, 0.12
209, 551, 536, 15.00, 308, 300, 8.00, 600.00, 320.00, 0.37, 0.20
210, 551, 532, 18.00, 308, 299, 9.00, 1320.00, 680.00, 0.08, 0.03
211, 551, 540, 11.00, 308, 303, 5.00, 1760.00, 880.00, -0.17, -0.10
212, 551, 544, 7.00, 308, 305, 2.00, 2040.00, 960.00, -0.10, -0.08
213, 555, 551, 4.00, 309, 307, 2.00, 160.00, 80.00, 0.10, 0.05
214, 557, 545, 12.00, 311, 308, 3.00, 480.00, 120.00, 0.30, 0.08
215, 557, 544, 13.00, 311, 308, 3.00, 1000.00, 240.00, 0.03, 0.00
216, 557, 546, 11.00, 311, 308, 3.00, 1440.00, 360.00, -0.05, 0.00
217, 557, 550, 7.00, 311, 308, 3.00, 1720.00, 480.00, -0.10, 0.00
218, 560, 555, 5.00, 312, 308, 4.00, 200.00, 160.00, 0.12, 0.10
219, 563, 550, 13.00, 313, 308, 5.00, 520.00, 200.00, 0.32, 0.12
220, 563, 550, 13.00, 313, 308, 5.00, 1040.00, 400.00, 0.00, 0.00
221, 563, 553, 10.00, 313, 308, 5.00, 1440.00, 600.00, -0.08, 0.00
222, 566, 557, 9.00, 313, 308, 5.00, 360.00, 200.00, 0.22, 0.12
223, 568, 558, 10.00, 314, 308, 5.00, 400.00, 200.00, 0.25, 0.12
224, 571, 557, 15.00, 313, 308, 5.00, 600.00, 200.00, 0.37, 0.12
225, 571, 557, 14.00, 313, 308, 5.00, 1160.00, 400.00, -0.03, 0.00
226, 571, 563, 8.00, 313, 308, 5.00, 1480.00, 600.00, -0.15, 0.00
227, 573, 566, 8.00, 313, 308, 5.00, 320.00, 200.00, 0.20, 0.12
228, 575, 566, 8.00, 312, 308, 4.00, 320.00, 160.00, 0.20, 0.10
229, 577, 565, 12.00, 311, 308, 3.00, 480.00, 120.00, 0.30, 0.08
230, 577, 566, 12.00, 311, 308, 3.00, 960.00, 240.00, 0.00, 0.00
231, 577, 570, 8.00, 311, 308, 3.00, 1280.00, 360.00, -0.10, 0.00
232, 579, 574, 5.00, 309, 308, 1.00, 200.00, 40.00, 0.12, 0.03
233, 580, 574, 6.00, 308, 292, 12.00, 240.00, 480.00, 0.15, 0.30
234, 580, 573, 8.00, 308, 308, 0.00, 560.00, 480.00, 0.05, -0.30
235, 582, 572, 10.00, 305, 308, -3.00, 400.00, -120.00, 0.25, -0.08
236, 583, 574, 9.00, 303, 309, -5.00, 360.00, -200.00, 0.22, -0.12
237, 584, 574, 10.00, 300, 306, -6.00, 400.00, -240.00, 0.25, -0.15
238, 584, 575, 9.00, 298, 301, -4.00, 360.00, -160.00, 0.22, -0.10
239, 584, 575, 9.00, 295, 299, -5.00, 360.00, -200.00, 0.22, -0.12
240, 584, 576, 8.00, 291, 296, -5.00, 320.00, -200.00, 0.20, -0.12
241, 584, 575, 9.00, 288, 292, -4.00, 360.00, -160.00, 0.22, -0.10
242, 584, 576, 8.00, 284, 290, -6.00, 320.00, -240.00, 0.20, -0.15
243, 583, 575, 8.00, 281, 286, -6.00, 320.00, -240.00, 0.20, -0.15
244, 582, 577, 5.00, 277, 284, -7.00, 200.00, -280.00, 0.12, -0.17
245, 580, 575, 5.00, 274, 277, -3.00, 200.00, -120.00, 0.12, -0.08
246, 579, 577, 3.00, 270, 277, -7.00, 120.00, -280.00, 0.08, -0.17
247, 577, 574, 3.00, 266, 271, -5.00, 120.00, -200.00, 0.08, -0.12
248, 575, 534, 42.00, 263, 253, 10.00, 1680.00, 400.00, 1.05, 0.25
249, 575, 580, -5.00, 263, 262, 1.00, 1480.00, 440.00, -1.17, -0.22
250, 573, 584, -11.00, 259, 263, -3.00, -440.00, -120.00, -0.27, -0.08
251, 573, 566, 7.00, 259, 258, 1.00, -160.00, -80.00, 0.45, 0.10
252, 571, 563, 8.00, 256, 258, -2.00, 320.00, -80.00, 0.20, -0.05
253, 568, 561, 7.00, 252, 256, -4.00, 280.00, -160.00, 0.17, -0.10
254, 566, 525, 41.00, 249, 241, 8.00, 1640.00, 320.00, 1.02, 0.20
255, 566, 569, -3.00, 249, 250, -1.00, 1520.00, 280.00, -1.10, -0.22
256, 563, 573, -9.00, 247, 249, -2.00, -360.00, -80.00, -0.22, -0.05
257, 560, 555, 5.00, 244, 248, -4.00, 200.00, -160.00, 0.12, -0.10
258, 557, 551, 6.00, 242, 239, 2.00, 240.00, 80.00, 0.15, 0.05
259, 555, 549, 7.00, 239, 238, 1.00, 280.00, 40.00, 0.17, 0.03
260, 552, 546, 7.00, 238, 236, 2.00, 280.00, 80.00, 0.17, 0.05
261, 549, 503, 46.00, 236, 223, 13.00, 1840.00, 520.00, 1.15, 0.32
262, 549, 552, -3.00, 236, 233, 3.00, 1720.00, 640.00, -1.23, -0.25
263, 546, 516, 30.00, 235, 233, 4.00, 1200.00, 160.00, 0.75, 0.10
264, 546, 554, -8.00, 235, 234, 2.00, 880.00, 240.00, -0.95, -0.05
265, 543, 543, 0.00, 234, 234, 0.00, 0.00, 0.00, 0.00, 0.00
266, 541, 482, 55.00, 234, 220, 15.00, 2200.00, 600.00, 1.37, 0.37
267, 541, 542, -1.00, 234, 230, 4.00, 2160.00, 760.00, -1.40, -0.27
268, 538, 510, 28.00, 234, 220, 14.00, 1120.00, 560.00, 0.70, 0.35
269, 538, 544, -6.00, 234, 230, 4.00, 880.00, 720.00, -0.85, -0.25
270, 536, 496, 40.00, 234, 221, 14.00, 1600.00, 560.00, 1.00, 0.35
271, 536, 532, 3.00, 234, 230, 4.00, 1720.00, 720.00, -0.93, -0.25
